speed,airbag,seatbelt,frontal,sex,age,vehYear,Deploy,injSeverity
40-54,airbag,belted,1,m,35,1996,1,2
40-54,none,none,1,m,43,1988,0,3
25-39,none,belted,1,m,16,1989,0,0
25-39,none,belted,0,m,43,1986,0,0
25-39,none,none,0,f,35,1986,0,3
25-39,airbag,belted,1,m,35,1998,1,0
25-39,none,none,1,m,68,1963,0,3
25-39,none,none,1,m,31,1988,0,3
40-54,none,belted,1,m,53,1988,0,1
40-54,airbag,none,0,m,29,1999,0,1
40-54,airbag,belted,0,f,19,1999,0,1
40-54,none,none,1,f,19,1989,0,3
40-54,none,none,1,f,46,1978,0,2
25-39,none,belted,1,m,50,1987,0,1
25-39,none,belted,1,f,48,1987,0,1
55+,none,none,1,m,17,1989,0,3
55+,airbag,belted,1,m,41,1995,1,3
55+,airbag,belted,1,f,34,1995,1,3
25-39,airbag,belted,1,f,49,1997,1,3
25-39,none,belted,1,m,18,1977,0,0
25-39,none,none,1,f,18,1977,0,2
25-39,none,none,1,m,52,1986,0,3
40-54,none,none,1,f,17,1995,0,0
40-54,airbag,belted,0,m,32,1997,0,1
25-39,none,belted,1,f,77,1965,0,3
40-54,none,none,1,m,59,1988,0,1
40-54,airbag,belted,1,m,46,1993,1,1
40-54,airbag,belted,1,m,29,1999,1,0
40-54,airbag,belted,1,m,17,1998,1,0
55+,airbag,none,1,m,22,1995,1,3
25-39,none,none,1,m,65,1988,0,2
40-54,none,belted,1,f,37,1985,0,0
25-39,none,none,1,m,33,1981,0,3
40-54,airbag,belted,1,m,24,1990,1,1
40-54,none,belted,1,f,22,1990,0,1
40-54,none,belted,1,m,60,1994,0,3
25-39,airbag,belted,0,m,27,1996,0,2
40-54,airbag,belted,0,m,79,1995,0,0
40-54,none,belted,1,m,38,1989,0,2
40-54,airbag,none,0,f,25,1998,1,3
40-54,none,none,1,m,19,1990,0,4
40-54,airbag,none,1,m,22,1993,1,3
40-54,none,none,1,m,23,1993,0,3
40-54,none,belted,1,f,51,1988,0,1
25-39,none,belted,0,m,83,1978,0,3
40-54,airbag,belted,1,f,44,1999,1,3
40-54,airbag,belted,1,f,52,1996,1,1
40-54,none,belted,1,f,26,1996,0,2
40-54,airbag,none,1,m,29,1995,1,1
55+,none,belted,1,m,50,1994,0,3
40-54,none,belted,1,m,17,1973,0,0
40-54,none,belted,1,f,17,1973,0,3
25-39,airbag,none,1,f,36,1995,1,4
25-39,airbag,belted,1,f,37,1998,1,0
25-39,none,none,1,f,18,1986,0,1
25-39,airbag,belted,1,f,38,1999,1,2
55+,airbag,belted,0,f,61,1991,0,3
40-54,none,none,1,f,34,1982,0,3
40-54,none,belted,1,f,18,1987,0,1
40-54,none,belted,1,m,21,1987,0,2
25-39,airbag,belted,0,f,55,1997,0,1
25-39,none,belted,1,f,37,1990,0,1
25-39,airbag,none,0,f,51,1997,1,1
25-39,airbag,belted,0,f,33,1997,1,3
25-39,none,belted,1,f,38,1982,0,3
55+,none,none,0,m,17,1990,0,4
55+,none,belted,1,m,41,1990,0,3
40-54,airbag,belted,1,m,55,1995,1,3
40-54,none,none,1,m,28,1978,0,3
40-54,none,belted,1,m,18,1991,0,0
40-54,none,none,1,m,18,1991,0,3
40-54,none,none,1,f,41,1992,0,3
25-39,airbag,none,1,m,35,1999,1,3
40-54,airbag,none,1,f,29,1993,0,2
40-54,airbag,belted,1,m,46,1993,0,1
25-39,none,belted,1,f,45,1986,0,3
25-39,airbag,belted,1,m,19,1994,1,3
25-39,none,belted,1,f,20,1994,0,3
40-54,airbag,belted,1,m,73,1993,0,0
55+,airbag,belted,0,f,48,1999,0,0
40-54,none,belted,1,f,46,1991,0,1
25-39,airbag,belted,0,m,75,1997,0,0
25-39,none,belted,1,m,22,1988,0,1
40-54,none,belted,1,f,70,1990,0,1
40-54,none,belted,1,f,72,1983,0,1
40-54,airbag,belted,0,f,54,1999,0,0
40-54,airbag,belted,0,m,67,1999,0,2
55+,none,belted,1,m,45,1986,0,0
55+,none,belted,1,m,19,1986,0,0
40-54,none,none,1,m,36,1987,0,1
25-39,airbag,none,1,m,50,1993,1,3
25-39,airbag,belted,1,m,54,1996,1,0
25-39,airbag,belted,1,m,21,1996,1,2
25-39,airbag,none,1,m,33,1997,1,0
25-39,none,belted,0,m,44,1986,0,0
25-39,none,none,1,m,30,1978,0,3
40-54,none,belted,1,f,21,1983,0,0
25-39,none,belted,1,m,73,1992,0,2
40-54,airbag,belted,0,m,54,1991,0,2
40-54,none,belted,1,m,40,1980,0,0
55+,none,belted,1,m,71,1984,0,4
25-39,none,none,1,m,38,1990,0,4
40-54,none,belted,1,m,37,1985,0,3
40-54,airbag,belted,1,f,62,1994,1,3
40-54,none,belted,1,f,32,1994,0,0
25-39,airbag,belted,0,f,25,1998,0,0
40-54,none,belted,0,m,50,1989,0,0
40-54,airbag,belted,0,f,28,1997,0,0
40-54,airbag,belted,1,f,50,1991,0,3
40-54,airbag,belted,0,f,31,1993,0,2
55+,none,none,1,m,75,1984,0,3
25-39,airbag,belted,1,f,44,1994,0,0
25-39,airbag,belted,1,m,50,1994,0,1
25-39,none,none,1,m,42,1986,0,3
25-39,none,none,1,m,31,1990,0,2
25-39,none,none,1,m,24,1990,0,3
40-54,airbag,belted,1,m,17,1994,1,0
40-54,airbag,belted,0,m,44,1998,0,3
40-54,airbag,belted,1,m,27,1998,0,1
25-39,airbag,belted,1,m,30,1996,1,1
25-39,airbag,belted,1,f,23,1996,1,1
40-54,airbag,belted,1,m,48,1995,1,0
40-54,airbag,none,0,f,19,1999,0,0
40-54,airbag,none,0,m,29,1999,0,2
55+,none,belted,1,f,22,1987,0,3
40-54,none,belted,0,m,56,1993,0,0
40-54,none,none,1,m,26,1979,0,2
40-54,none,none,0,f,33,1984,0,0
40-54,none,none,0,m,33,1978,0,3
40-54,none,none,0,f,33,1978,0,3
40-54,none,none,1,m,40,1985,0,3
40-54,none,belted,1,m,42,1985,0,3
25-39,none,none,1,m,27,1968,0,0
25-39,airbag,belted,0,m,29,1990,0,3
25-39,airbag,belted,0,f,24,1990,0,3
40-54,airbag,belted,1,m,52,1996,1,3
40-54,airbag,belted,1,f,51,1996,1,2
40-54,airbag,belted,0,m,54,1996,0,1
25-39,none,none,1,m,37,1979,0,3
25-39,none,belted,0,m,81,1988,0,4
25-39,none,none,0,f,20,1990,0,3
25-39,none,belted,1,m,26,1990,0,0
40-54,none,none,1,f,26,1987,0,3
40-54,none,none,1,f,38,1987,0,1
40-54,none,none,1,f,25,1984,0,3
40-54,none,belted,1,m,29,1989,0,3
40-54,none,belted,0,m,21,1983,0,0
40-54,none,belted,0,f,20,1983,0,NA
40-54,none,belted,1,m,40,1987,0,0
25-39,none,none,1,m,23,1985,0,0
25-39,none,none,1,m,25,1985,0,2
40-54,none,belted,0,m,21,1989,0,3
40-54,none,belted,1,m,66,1989,0,0
25-39,airbag,none,1,m,26,1998,1,3
40-54,airbag,belted,0,f,21,1998,0,3
40-54,airbag,belted,0,m,17,1998,0,0
55+,airbag,belted,0,m,50,1997,1,3
55+,none,belted,0,f,49,1997,0,5
40-54,none,none,0,m,70,1979,0,0
40-54,airbag,belted,1,m,17,1993,0,0
25-39,none,belted,1,m,44,1991,0,0
40-54,airbag,belted,0,m,80,1996,1,2
40-54,airbag,belted,0,f,79,1996,1,1
40-54,none,belted,1,f,37,1991,0,1
40-54,airbag,belted,1,m,29,1996,1,0
40-54,airbag,belted,1,m,31,1996,1,0
25-39,none,none,0,m,23,1987,0,2
25-39,none,belted,1,m,41,1980,0,1
25-39,none,belted,1,m,45,1992,0,1
25-39,none,none,1,m,41,1992,0,3
40-54,none,belted,1,f,78,1987,0,2
40-54,airbag,belted,0,m,54,1998,0,0
40-54,none,belted,1,m,48,1984,0,3
40-54,airbag,belted,0,f,55,1997,0,0
25-39,airbag,belted,0,m,24,1998,0,3
25-39,none,belted,1,f,47,1985,0,0
40-54,none,belted,1,f,85,1964,0,3
40-54,none,belted,1,m,20,1992,0,1
25-39,airbag,belted,0,m,16,1999,0,2
25-39,airbag,belted,1,m,28,2000,1,0
25-39,airbag,belted,1,f,28,2000,1,0
40-54,airbag,belted,1,m,60,1998,0,0
40-54,airbag,belted,1,m,30,1996,1,0
40-54,none,none,1,m,35,1987,0,3
40-54,none,none,1,m,20,1985,0,3
40-54,airbag,belted,1,m,27,1996,0,0
40-54,airbag,belted,1,f,65,1999,0,2
40-54,none,none,1,f,31,1988,0,2
40-54,none,belted,1,m,46,1986,0,1
25-39,none,belted,1,m,60,1997,0,0
40-54,airbag,belted,0,m,42,1991,0,1
55+,airbag,belted,1,f,27,1992,0,1
40-54,none,none,1,m,82,1994,0,3
40-54,airbag,belted,1,f,36,1997,1,1
40-54,none,belted,1,m,21,1995,0,1
25-39,airbag,belted,1,m,41,1997,1,3
25-39,none,belted,0,f,17,1990,0,1
40-54,none,belted,1,f,43,1991,0,0
40-54,airbag,belted,0,m,44,1998,0,1
40-54,airbag,belted,1,m,40,1993,1,0
40-54,none,belted,1,m,34,1989,0,4
40-54,none,none,1,m,51,1989,0,4
25-39,airbag,belted,1,m,45,1996,1,3
40-54,airbag,belted,0,m,66,1990,0,3
40-54,airbag,belted,1,f,43,1999,1,1
25-39,airbag,belted,1,f,36,1996,1,1
40-54,none,none,1,f,40,1989,0,1
40-54,airbag,belted,0,f,19,1995,0,1
40-54,airbag,belted,0,f,41,1995,0,1
40-54,none,belted,1,m,18,1986,0,1
25-39,airbag,belted,1,f,22,1989,1,2
25-39,airbag,none,0,f,73,1996,1,3
40-54,none,none,1,m,22,1989,0,1
40-54,none,none,1,m,27,1989,0,1
40-54,none,belted,1,f,24,1986,0,3
25-39,none,belted,1,m,48,1991,0,1
40-54,airbag,belted,0,m,55,1995,0,1
40-54,airbag,belted,0,f,51,1995,0,1
25-39,none,belted,1,f,22,1991,0,1
25-39,none,belted,1,f,20,1991,0,1
40-54,airbag,belted,0,m,18,1995,1,2
40-54,airbag,belted,0,m,67,1995,1,3
40-54,none,belted,1,m,51,1986,0,0
40-54,none,belted,1,f,47,1986,0,1
40-54,airbag,belted,1,m,18,1994,1,3
40-54,airbag,belted,1,m,18,1994,1,0
25-39,none,belted,1,f,17,1989,0,3
40-54,none,belted,0,f,18,1989,0,0
40-54,none,belted,0,f,19,1989,0,0
40-54,none,belted,0,m,17,1989,0,1
40-54,none,belted,0,m,17,1989,0,3
25-39,airbag,belted,1,f,41,1997,1,0
25-39,airbag,belted,0,m,42,1997,0,1
25-39,none,belted,0,m,21,1985,0,2
25-39,airbag,belted,1,f,38,2000,1,0
40-54,none,belted,1,m,79,1990,0,3
25-39,airbag,belted,1,f,41,1993,1,1
40-54,none,belted,1,m,43,1988,0,0
55+,none,belted,1,m,17,1991,0,4
40-54,none,belted,0,m,68,1985,0,3
40-54,airbag,belted,1,m,73,1995,0,0
40-54,airbag,belted,1,f,53,1995,0,0
55+,airbag,belted,0,m,20,1997,1,3
40-54,none,none,1,f,33,1988,0,1
55+,airbag,belted,1,m,25,1998,1,3
25-39,airbag,belted,1,m,24,2000,1,0
25-39,airbag,belted,1,f,33,2000,1,0
25-39,none,belted,0,f,36,1989,0,1
40-54,none,belted,1,m,34,1995,0,3
40-54,none,none,1,m,33,1993,0,3
25-39,none,belted,1,f,17,1989,0,1
25-39,none,belted,1,m,19,1989,0,1
25-39,airbag,belted,0,m,47,1999,0,2
40-54,airbag,belted,1,f,35,1997,1,1
40-54,airbag,belted,0,m,18,1993,0,1
40-54,airbag,belted,1,m,24,2000,0,0
40-54,airbag,none,1,f,21,2000,0,1
40-54,none,none,1,m,19,1990,0,1
40-54,airbag,belted,0,f,23,1995,1,3
40-54,airbag,belted,1,m,42,1993,1,2
40-54,none,belted,1,m,48,1993,0,3
25-39,airbag,none,1,f,27,1998,1,3
40-54,none,none,1,m,41,1976,0,2
40-54,none,none,1,m,23,1976,0,2
40-54,none,belted,0,f,38,1990,0,0
40-54,airbag,none,1,f,81,1993,1,3
40-54,none,belted,1,m,17,1984,0,0
40-54,airbag,belted,0,m,24,1995,0,0
25-39,none,none,0,m,19,1984,0,1
25-39,none,none,0,f,16,1984,0,4
25-39,airbag,belted,1,m,45,1997,0,1
25-39,airbag,belted,1,f,44,1997,0,1
40-54,none,belted,1,m,18,1988,0,1
40-54,none,belted,1,m,17,1988,0,3
55+,airbag,belted,1,m,17,1996,1,3
55+,none,belted,0,f,17,1986,0,0
40-54,none,belted,0,m,19,1990,0,3
40-54,none,belted,0,m,18,1990,0,4
25-39,airbag,belted,1,m,40,1998,1,2
40-54,none,belted,0,m,28,1994,0,2
40-54,airbag,belted,0,f,38,1997,1,1
40-54,airbag,belted,1,m,88,1999,1,1
55+,airbag,belted,0,f,51,1994,0,1
40-54,none,belted,0,m,18,1989,0,0
55+,none,none,1,m,22,1992,0,4
55+,airbag,belted,1,f,36,1993,1,3
40-54,none,belted,1,m,71,1991,0,1
25-39,airbag,none,1,m,29,2000,1,3
25-39,airbag,none,1,f,27,2000,1,3
25-39,airbag,belted,1,m,70,1994,1,3
55+,airbag,belted,0,m,19,1998,0,0
55+,airbag,belted,0,m,22,1998,0,0
25-39,none,belted,1,m,27,1990,0,0
25-39,none,belted,1,m,26,1990,0,1
40-54,airbag,belted,1,f,64,1993,1,1
40-54,none,belted,1,f,46,1993,0,3
25-39,airbag,belted,1,m,77,1995,1,2
25-39,airbag,belted,1,f,74,1995,1,1
25-39,airbag,none,1,f,73,1992,1,3
40-54,airbag,belted,1,f,42,1997,0,3
40-54,airbag,belted,1,f,43,1997,0,3
40-54,airbag,belted,1,m,20,1995,1,0
40-54,airbag,belted,1,f,18,1995,1,0
25-39,none,belted,1,f,24,1991,0,1
40-54,airbag,belted,1,m,71,1996,1,2
40-54,none,belted,0,f,62,1985,0,2
25-39,none,belted,1,m,40,1996,0,2
40-54,airbag,belted,0,f,35,1998,0,1
40-54,none,belted,1,f,42,1989,0,1
25-39,airbag,belted,1,f,16,1994,1,1
25-39,none,belted,1,m,18,1994,0,1
25-39,none,none,1,m,26,1990,0,3
40-54,none,belted,1,f,44,1992,0,1
25-39,airbag,belted,0,m,76,1999,1,3
25-39,airbag,belted,1,m,43,1999,1,1
25-39,airbag,belted,1,f,16,1999,1,1
40-54,airbag,none,1,f,56,1997,0,1
40-54,none,none,1,m,22,1986,0,0
25-39,none,belted,1,m,25,1991,0,1
25-39,none,belted,1,m,24,1991,0,1
25-39,airbag,belted,0,f,21,1993,0,0
25-39,none,belted,1,f,45,1991,0,1
40-54,none,none,1,f,78,1984,0,2
25-39,airbag,belted,1,f,76,1992,1,3
25-39,none,belted,1,m,83,1992,0,4
25-39,none,belted,1,f,40,1994,0,1
55+,airbag,belted,0,f,19,1999,0,1
55+,airbag,belted,0,m,16,1999,0,NA
40-54,airbag,none,1,m,75,2000,1,1
40-54,airbag,none,1,f,65,2000,1,1
40-54,airbag,belted,1,f,66,1994,0,1
40-54,airbag,belted,1,m,48,1997,1,0
40-54,none,belted,0,f,20,1987,0,1
40-54,none,belted,0,f,20,1987,0,1
40-54,airbag,belted,1,f,51,1999,0,1
40-54,airbag,belted,0,f,49,1999,0,0
55+,airbag,none,1,m,53,1998,1,3
55+,airbag,belted,1,f,36,1998,1,2
25-39,none,belted,1,f,32,1984,0,1
25-39,airbag,none,0,f,40,1999,1,1
40-54,airbag,belted,1,m,31,1999,1,2
40-54,airbag,none,1,f,76,1999,0,0
55+,none,belted,1,f,19,1988,0,3
55+,none,none,1,f,18,1988,0,2
25-39,airbag,none,1,f,44,1995,0,3
40-54,airbag,belted,1,m,37,1993,1,2
40-54,airbag,belted,1,f,20,1995,1,1
25-39,none,belted,1,m,54,1991,0,1
40-54,airbag,belted,0,m,17,2000,1,3
40-54,airbag,belted,0,m,16,2000,1,2
25-39,none,belted,0,f,39,1988,0,3
25-39,none,belted,1,m,20,1994,0,0
40-54,airbag,belted,1,m,31,1997,1,1
40-54,none,belted,1,m,40,1987,0,1
40-54,none,belted,1,m,63,1989,0,3
40-54,none,belted,1,m,42,1988,0,3
40-54,none,belted,1,f,47,1988,0,3
25-39,none,belted,0,f,23,1988,0,1
25-39,none,belted,0,m,24,1988,0,0
40-54,none,belted,1,m,48,1988,0,5
40-54,airbag,belted,1,f,31,1998,0,1
40-54,none,none,0,f,31,1993,0,1
40-54,none,none,0,f,68,1993,0,1
25-39,airbag,none,0,m,24,1998,0,5
25-39,airbag,belted,1,m,39,1992,1,2
25-39,none,belted,1,f,35,1992,0,2
25-39,airbag,belted,0,m,39,1997,1,1
25-39,none,belted,1,m,26,1994,0,2
40-54,airbag,belted,1,f,37,1995,0,1
55+,none,belted,1,f,47,1984,0,1
25-39,airbag,belted,1,m,35,1993,0,0
40-54,none,none,0,m,51,1989,0,1
40-54,none,belted,0,m,78,1992,0,1
40-54,none,belted,0,f,42,1989,0,1
40-54,none,belted,0,m,56,1989,0,1
40-54,airbag,none,0,f,50,1996,1,1
40-54,airbag,belted,0,f,56,1996,1,4
25-39,none,none,1,m,26,1987,0,1
40-54,airbag,none,0,m,57,1993,0,4
40-54,airbag,belted,0,f,45,1993,0,1
40-54,airbag,belted,0,m,19,1993,0,1
40-54,airbag,belted,0,m,39,2000,0,1
40-54,airbag,belted,0,f,41,2000,0,1
40-54,airbag,belted,0,m,31,1993,0,0
40-54,airbag,belted,0,m,22,1993,0,0
40-54,airbag,belted,1,m,53,1993,1,0
40-54,none,belted,1,m,84,1989,0,1
40-54,airbag,belted,0,m,44,1993,1,1
40-54,airbag,belted,1,m,25,2000,1,0
40-54,airbag,belted,1,m,36,1996,1,0
40-54,airbag,belted,0,f,32,1992,1,1
40-54,airbag,none,1,m,25,1998,1,2
40-54,airbag,none,1,m,45,1998,1,3
40-54,none,belted,0,f,28,1991,0,0
40-54,none,belted,0,m,37,1991,0,0
40-54,none,belted,0,f,42,1991,0,0
40-54,none,none,1,f,50,1983,0,0
40-54,none,belted,0,f,29,1991,0,3
40-54,airbag,belted,1,m,43,1998,1,1
25-39,none,none,1,m,24,1986,0,2
25-39,none,none,1,m,36,1986,0,3
40-54,airbag,belted,0,f,18,1995,0,1
40-54,airbag,belted,0,f,19,1995,0,1
25-39,airbag,none,0,f,52,1997,0,4
25-39,airbag,belted,0,f,22,1997,0,3
40-54,airbag,belted,1,m,55,1996,1,1
25-39,airbag,belted,1,f,74,1999,1,3
25-39,airbag,none,1,f,72,1999,1,1
40-54,none,belted,0,f,44,1994,0,3
25-39,none,none,1,m,57,1986,0,2
40-54,airbag,belted,0,f,17,1999,0,0
40-54,airbag,belted,0,f,16,1999,0,0
55+,airbag,belted,1,f,17,1995,1,1
25-39,none,belted,1,f,38,1991,0,3
40-54,none,none,1,f,73,1984,0,3
40-54,none,none,1,m,74,1984,0,3
40-54,airbag,none,1,m,80,1990,1,0
25-39,none,belted,1,f,48,1987,0,1
40-54,none,belted,0,f,34,1993,0,1
40-54,airbag,belted,0,f,35,1994,0,1
40-54,airbag,belted,1,m,53,1999,0,0
40-54,airbag,none,1,f,26,1996,1,1
25-39,airbag,none,1,m,38,1999,1,3
25-39,airbag,none,1,m,44,1999,1,3
25-39,none,none,1,m,22,1987,0,3
40-54,none,none,1,m,36,1986,0,2
40-54,airbag,belted,0,m,33,1996,0,3
40-54,airbag,none,0,f,27,1996,0,2
55+,none,belted,1,m,87,1988,0,3
55+,none,none,1,f,97,1988,0,3
40-54,none,belted,1,m,68,1987,0,2
40-54,none,belted,1,f,67,1987,0,2
25-39,airbag,none,0,m,24,1999,1,2
25-39,airbag,none,0,m,25,1999,1,3
25-39,airbag,belted,1,m,19,1992,1,3
25-39,none,belted,1,m,19,1992,0,1
40-54,airbag,none,1,m,50,1999,0,0
55+,none,none,1,m,21,1988,0,4
25-39,airbag,none,1,m,50,2000,1,3
40-54,airbag,belted,1,m,23,1994,1,0
40-54,airbag,belted,1,m,52,1994,1,3
40-54,airbag,belted,1,m,50,1998,1,3
25-39,none,belted,1,m,72,1989,0,3
40-54,airbag,none,1,m,27,1995,1,2
40-54,airbag,none,1,f,28,1999,1,3
40-54,airbag,belted,1,m,60,1997,1,3
40-54,none,belted,1,m,50,1991,0,1
40-54,none,belted,0,f,50,1984,0,1
25-39,none,belted,0,f,17,1990,0,0
40-54,airbag,belted,1,f,51,1997,1,1
40-54,airbag,belted,1,f,53,1997,1,1
40-54,airbag,belted,0,m,60,1998,0,1
25-39,airbag,belted,1,m,20,1998,1,0
40-54,none,none,1,m,32,1989,0,3
55+,airbag,none,0,m,21,1995,0,1
55+,airbag,none,0,f,16,1995,0,1
25-39,airbag,none,1,m,47,1993,1,3
40-54,none,none,0,m,33,1979,0,0
40-54,airbag,belted,1,f,50,1998,1,3
40-54,none,belted,1,m,17,1990,0,2
40-54,none,none,1,m,16,1990,0,2
40-54,none,belted,1,f,58,1987,0,1
25-39,airbag,belted,1,f,86,1993,1,1
25-39,none,none,1,f,84,1993,0,3
40-54,airbag,belted,0,m,56,1997,0,0
40-54,airbag,belted,0,f,49,1997,0,2
25-39,none,belted,1,m,45,1987,0,0
25-39,airbag,belted,0,m,86,1999,0,1
40-54,airbag,belted,0,f,76,1997,0,1
55+,airbag,belted,0,f,17,1998,0,0
40-54,airbag,none,1,m,19,2000,1,1
40-54,none,belted,0,f,67,1989,0,3
40-54,none,none,1,f,33,1988,0,1
40-54,airbag,belted,1,f,39,1996,0,0
40-54,none,none,1,f,28,1988,0,2
40-54,none,belted,1,m,27,1988,0,0
40-54,airbag,belted,0,f,22,2000,0,0
40-54,airbag,belted,0,f,43,2000,0,3
40-54,none,belted,1,f,18,1986,0,1
40-54,none,belted,1,m,47,1987,0,3
55+,airbag,belted,0,f,29,2000,0,0
40-54,airbag,belted,0,f,64,1999,0,3
40-54,airbag,belted,1,m,55,1999,0,3
40-54,none,belted,0,m,72,1984,0,0
40-54,airbag,none,1,f,20,1992,1,3
55+,airbag,belted,1,f,23,1996,1,3
55+,none,belted,1,m,69,1986,0,4
55+,none,belted,1,f,72,1986,0,3
40-54,airbag,none,1,m,37,1994,1,2
40-54,airbag,belted,0,f,93,1993,1,2
40-54,airbag,belted,1,f,70,1994,0,1
40-54,airbag,none,1,m,78,1994,0,3
40-54,airbag,none,0,m,29,1996,0,3
40-54,airbag,belted,0,f,30,1996,0,1
40-54,airbag,belted,1,m,34,1999,1,1
25-39,airbag,belted,0,m,77,1995,0,0
25-39,airbag,belted,0,f,71,1995,0,1
40-54,none,belted,1,f,24,1983,0,1
40-54,none,none,1,m,35,1987,0,3
40-54,airbag,belted,1,m,23,1993,1,2
25-39,airbag,belted,1,m,35,1994,1,0
40-54,airbag,belted,1,m,64,1999,1,1
40-54,airbag,belted,1,f,62,1999,1,1
40-54,airbag,belted,0,f,64,2000,1,2
55+,airbag,belted,0,f,18,1999,0,1
25-39,airbag,none,1,f,27,1995,1,2
25-39,airbag,none,1,f,67,1995,1,3
40-54,none,belted,0,m,85,1992,0,2
40-54,airbag,none,1,m,23,1995,0,3
25-39,none,belted,1,m,41,1992,0,2
55+,airbag,belted,1,f,55,1993,1,3
40-54,none,none,1,m,21,1985,0,3
40-54,none,belted,0,m,76,1992,0,0
40-54,airbag,belted,0,m,17,1998,0,0
40-54,airbag,belted,0,m,16,1998,0,0
40-54,airbag,belted,0,f,35,1992,0,1
40-54,none,belted,1,m,44,1987,0,0
40-54,none,none,1,m,38,1992,0,2
40-54,none,belted,1,m,46,1990,0,3
40-54,none,none,1,f,46,1990,0,1
55+,airbag,belted,0,m,30,1999,0,1
55+,airbag,belted,0,f,28,1999,0,1
40-54,airbag,belted,0,f,17,1998,1,3
40-54,airbag,none,0,m,26,1996,0,3
40-54,airbag,belted,1,f,29,1997,1,0
40-54,airbag,belted,0,f,40,2000,0,1
40-54,airbag,belted,1,f,21,1998,1,1
40-54,airbag,none,0,f,74,1995,0,3
40-54,airbag,belted,1,f,18,1994,0,0
40-54,airbag,belted,0,f,30,2000,0,3
40-54,airbag,belted,0,f,37,2000,0,1
40-54,airbag,belted,1,m,17,1997,1,2
40-54,airbag,belted,1,f,17,1997,1,2
40-54,airbag,belted,1,m,33,1995,1,3
25-39,none,belted,0,m,19,1971,0,3
25-39,none,belted,1,m,38,1990,0,2
25-39,airbag,none,0,m,86,1992,0,3
25-39,airbag,none,0,m,48,1992,0,3
25-39,none,belted,1,m,31,1992,0,0
40-54,airbag,belted,0,m,43,1997,1,3
25-39,none,none,1,f,21,1988,0,2
25-39,none,none,1,m,23,1988,0,0
40-54,none,belted,0,f,32,1991,0,3
40-54,none,belted,1,f,81,1992,0,0
40-54,none,belted,1,m,93,1992,0,2
40-54,airbag,belted,0,m,62,1999,0,0
40-54,airbag,belted,0,m,43,2000,0,1
40-54,none,none,1,m,22,1993,0,3
40-54,none,none,1,m,23,1987,0,0
40-54,none,belted,1,f,19,1987,0,0
40-54,none,none,1,m,60,1989,0,3
25-39,none,none,1,m,18,1988,0,0
25-39,airbag,none,1,m,23,1996,1,1
40-54,airbag,belted,1,f,25,1992,1,0
40-54,none,none,1,m,25,1992,0,1
40-54,airbag,belted,0,f,35,1998,0,0
40-54,airbag,belted,0,f,58,1998,0,0
40-54,airbag,belted,1,m,65,1998,1,1
40-54,airbag,belted,1,f,58,1998,1,1
40-54,airbag,belted,0,m,81,1994,0,3
55+,airbag,belted,1,f,65,2000,1,1
40-54,airbag,belted,0,f,28,1994,1,3
40-54,airbag,none,0,m,21,1998,0,3
40-54,none,belted,1,f,54,1987,0,1
40-54,none,belted,1,f,22,1987,0,0
25-39,airbag,none,1,m,46,2001,1,1
40-54,airbag,none,1,m,64,2000,1,3
40-54,airbag,belted,1,f,63,2000,1,1
40-54,none,belted,0,f,65,1993,0,2
40-54,none,belted,0,m,68,1993,0,1
55+,airbag,belted,0,m,41,1998,0,1
40-54,none,none,0,m,17,1979,0,2
40-54,none,none,0,m,21,1979,0,2
40-54,airbag,belted,1,f,56,2000,1,0
25-39,none,belted,0,m,80,1980,0,1
25-39,none,none,0,f,73,1980,0,4
25-39,airbag,belted,0,m,43,1998,1,2
25-39,none,belted,1,f,18,1992,0,3
25-39,none,none,1,f,24,1986,0,1
25-39,airbag,belted,1,f,88,1994,1,3
40-54,none,belted,1,f,38,1991,0,1
25-39,none,belted,0,m,22,1993,0,1
25-39,none,none,0,f,21,1993,0,3
40-54,airbag,belted,1,m,56,1998,1,2
25-39,airbag,belted,0,m,55,1998,1,3
25-39,airbag,belted,0,f,56,1998,1,2
25-39,airbag,none,1,m,21,1996,1,1
40-54,none,belted,1,f,57,1993,0,4
40-54,airbag,belted,0,f,17,1994,1,2
25-39,airbag,none,1,m,20,2000,1,3
25-39,airbag,none,1,m,20,2000,1,1
40-54,none,belted,1,f,17,1987,0,1
40-54,none,none,0,m,46,1991,0,4
40-54,none,none,1,m,64,1985,0,3
40-54,airbag,belted,1,f,38,1993,1,1
25-39,airbag,none,0,m,38,1995,1,3
25-39,airbag,belted,1,f,42,1990,1,1
40-54,airbag,belted,0,m,41,1997,0,0
40-54,airbag,belted,1,f,29,1995,0,0
40-54,airbag,belted,0,m,60,2000,0,2
40-54,airbag,belted,0,f,52,2000,0,0
40-54,none,belted,1,f,24,1990,0,3
55+,airbag,belted,0,f,29,1998,0,1
40-54,airbag,none,0,f,29,1999,1,1
40-54,airbag,belted,1,m,20,1994,1,1
55+,airbag,belted,0,m,19,1998,0,0
55+,airbag,belted,1,m,39,2000,0,0
40-54,none,none,1,m,32,1994,0,0
40-54,none,none,0,m,20,1989,0,0
40-54,none,belted,0,f,19,1989,0,0
40-54,airbag,belted,1,f,31,1994,1,2
25-39,airbag,belted,0,m,32,1990,1,2
25-39,none,none,0,m,39,1990,0,3
40-54,none,belted,1,f,47,1989,0,1
40-54,airbag,belted,1,f,32,2000,1,3
